2020-01-01 New Hampshire  Real personal income (millions of constant (2012) dollars) 2/,80981.2
2020-01-01 New Hampshire  Regional price parities (RPPs) 9/,105.258
2020-01-01 New Hampshire  Total employment (number of jobs) ,858471
2020-01-01 New Jersey  Disposable personal income ,575184.5
2020-01-01 New Jersey  Gross domestic product (GDP) ,630212.7
2020-01-01 New Jersey  Implicit regional price deflator 10/,122.993
2020-01-01 New Jersey  Per capita disposable personal income 7/,62037
2020-01-01 New Jersey  Per capita personal consumption expenditures (PCE) 8/,48875
2020-01-01 New Jersey  Per capita personal income 6/,70957
2020-01-01 New Jersey  Personal consumption expenditures ,453151.6
2020-01-01 New Jersey  Personal income ,657894.4
2020-01-01 New Jersey  Real GDP (millions of chained 2017 dollars) 1/,595973.4
2020-01-01 New Jersey  Real PCE (millions of constant (2012) dollars) 3/,363998.9
2020-01-01 New Jersey  Real per capita PCE 5/,39225
2020-01-01 New Jersey  Real per capita personal income 4/,58321
2020-01-01 New Jersey  Real personal income (millions of constant (2012) dollars) 2/,541199.7
2020-01-01 New Jersey  Regional price parities (RPPs) 9/,110.661
2020-01-01 New Jersey  Total employment (number of jobs) ,5319454
2020-01-01 New Mexico  Disposable personal income ,91290
2020-01-01 New Mexico  Gross domestic product (GDP) ,100434.5
2020-01-01 New Mexico  Implicit regional price deflator 10/,101.846
2020-01-01 New Mexico  Per capita disposable personal income 7/,43094
2020-01-01 New Mexico  Per capita personal consumption expenditures (PCE) 8/,35031
2020-01-01 New Mexico  Per capita personal income 6/,46631
2020-01-01 New Mexico  Personal consumption expenditures ,74209.4
2020-01-01 New Mexico  Personal income ,98783.2
2020-01-01 New Mexico  Real GDP (millions of chained 2017 dollars) 1/,97511.9
2020-01-01 New Mexico  Real PCE (millions of constant (2012) dollars) 3/,73040
2020-01-01 New Mexico  Real per capita PCE 5/,34492
2020-01-01 New Mexico  Real per capita personal income 4/,46058
2020-01-01 New Mexico  Real personal income (millions of constant (2012) dollars) 2/,97529.9
2020-01-01 New Mexico  Regional price parities (RPPs) 9/,91.634
2020-01-01 New Mexico  Total employment (number of jobs) ,1069531
2020-01-01 New York  Disposable personal income ,1191068.2
2020-01-01 New York  Gross domestic product (GDP) ,1766857.4
2020-01-01 New York  Implicit regional price deflator 10/,122.374
2020-01-01 New York  Per capita disposable personal income 7/,59233
2020-01-01 New York  Per capita personal consumption expenditures (PCE) 8/,47813
2020-01-01 New York  Per capita personal income 6/,69873
2020-01-01 New York  Personal consumption expenditures ,961433.8
2020-01-01 New York  Personal income ,1405028.8
2020-01-01 New York  Real GDP (millions of chained 2017 dollars) 1/,1650567.2
2020-01-01 New York  Real PCE (millions of constant (2012) dollars) 3/,789404
2020-01-01 New York  Real per capita PCE 5/,39167
2020-01-01 New York  Real per capita personal income 4/,58675
2020-01-01 New York  Real personal income (millions of constant (2012) dollars) 2/,1182584
2020-01-01 New York  Regional price parities (RPPs) 9/,110.104
2020-01-01 New York  Total employment (number of jobs) ,11871619
2020-01-01 North Carolina  Disposable personal income ,483800.7
2020-01-01 North Carolina  Gross domestic product (GDP) ,601148.7
2020-01-01 North Carolina  Implicit regional price deflator 10/,101.636
2020-01-01 North Carolina  Per capita disposable personal income 7/,46299
2020-01-01 North Carolina  Per capita personal consumption expenditures (PCE) 8/,39063
2020-01-01 North Carolina  Per capita personal income 6/,51781
2020-01-01 North Carolina  Personal consumption expenditures ,408183.7
2020-01-01 North Carolina  Personal income ,541078
2020-01-01 North Carolina  Real GDP (millions of chained 2017 dollars) 1/,564794.4
2020-01-01 North Carolina  Real PCE (millions of constant (2012) dollars) 3/,401049.1
2020-01-01 North Carolina  Real per capita PCE 5/,38352
2020-01-01 North Carolina  Real per capita personal income 4/,51226
2020-01-01 North Carolina  Real personal income (millions of constant (2012) dollars) 2/,535676
2020-01-01 North Carolina  Regional price parities (RPPs) 9/,91.445
2020-01-01 North Carolina  Total employment (number of jobs) ,6054937
2020-01-01 North Dakota  Disposable personal income ,43678.5
2020-01-01 North Dakota  Gross domestic product (GDP) ,55347.6
2020-01-01 North Dakota  Implicit regional price deflator 10/,102.526
2020-01-01 North Dakota  Per capita disposable personal income 7/,56033
2020-01-01 North Dakota  Per capita personal consumption expenditures (PCE) 8/,45008
2020-01-01 North Dakota  Per capita personal income 6/,61091
2020-01-01 North Dakota  Personal consumption expenditures ,35084.4
2020-01-01 North Dakota  Personal income ,47621.4
2020-01-01 North Dakota  Real GDP (millions of chained 2017 dollars) 1/,55699.1
2020-01-01 North Dakota  Real PCE (millions of constant (2012) dollars) 3/,32987.2
2020-01-01 North Dakota  Real per capita PCE 5/,42348
2020-01-01 North Dakota  Real per capita personal income 4/,59552
2020-01-01 North Dakota  Real personal income (millions of constant (2012) dollars) 2/,46388.6
2020-01-01 North Dakota  Regional price parities (RPPs) 9/,92.246
2020-01-01 North Dakota  Total employment (number of jobs) ,560448
2020-01-01 Ohio  Disposable personal income ,562043.6
2020-01-01 Ohio  Gross domestic product (GDP) ,692121.9
2020-01-01 Ohio  Implicit regional price deflator 10/,102.366
2020-01-01 Ohio  Per capita disposable personal income 7/,47641
2020-01-01 Ohio  Per capita personal consumption expenditures (PCE) 8/,39700
2020-01-01 Ohio  Per capita personal income 6/,52879
2020-01-01 Ohio  Personal consumption expenditures ,468366.2
2020-01-01 Ohio  Personal income ,623836
2020-01-01 Ohio  Real GDP (millions of chained 2017 dollars) 1/,654586.3
2020-01-01 Ohio  Real PCE (millions of constant (2012) dollars) 3/,456881.6
2020-01-01 Ohio  Real per capita PCE 5/,38750
2020-01-01 Ohio  Real per capita personal income 4/,52473
2020-01-01 Ohio  Real personal income (millions of constant (2012) dollars) 2/,618686.1
2020-01-01 Ohio  Regional price parities (RPPs) 9/,92.102
2020-01-01 Ohio  Total employment (number of jobs) ,6852979
2020-01-01 Oklahoma  Disposable personal income ,183493.8
2020-01-01 Oklahoma  Gross domestic product (GDP) ,191653.5
2020-01-01 Oklahoma  Implicit regional price deflator 10/,99.84
2020-01-01 Oklahoma  Per capita disposable personal income 7/,46279
2020-01-01 Oklahoma  Per capita personal consumption expenditures (PCE) 8/,34747
2020-01-01 Oklahoma  Per capita personal income 6/,50249
2020-01-01 Oklahoma  Personal consumption expenditures ,137768.3
2020-01-01 Oklahoma  Personal income ,199233.2
2020-01-01 Oklahoma  Real GDP (millions of chained 2017 dollars) 1/,190751.7
2020-01-01 Oklahoma  Real PCE (millions of constant (2012) dollars) 3/,138225
2020-01-01 Oklahoma  Real per capita PCE 5/,34887
2020-01-01 Oklahoma  Real per capita personal income 4/,50759
2020-01-01 Oklahoma  Real personal income (millions of constant (2012) dollars) 2/,201106.9
2020-01-01 Oklahoma  Regional price parities (RPPs) 9/,89.829
2020-01-01 Oklahoma  Total employment (number of jobs) ,2266945
2020-01-01 Oregon  Disposable personal income ,210799.9
2020-01-01 Oregon  Gross domestic product (GDP) ,251855.8
2020-01-01 Oregon  Implicit regional price deflator 10/,114.954
2020-01-01 Oregon  Per capita disposable personal income 7/,49661
2020-01-01 Oregon  Per capita personal consumption expenditures (PCE) 8/,42277
2020-01-01 Oregon  Per capita personal income 6/,56507
2020-01-01 Oregon  Personal consumption expenditures ,179459
2020-01-01 Oregon  Personal income ,239862.5
2020-01-01 Oregon  Real GDP (millions of chained 2017 dollars) 1/,237670.4
2020-01-01 Oregon  Real PCE (millions of constant (2012) dollars) 3/,155827.4
2020-01-01 Oregon  Real per capita PCE 5/,36738
2020-01-01 Oregon  Real per capita personal income 4/,49746
2020-01-01 Oregon  Real personal income (millions of constant (2012) dollars) 2/,211001
2020-01-01 Oregon  Regional price parities (RPPs) 9/,103.427
2020-01-01 Oregon  Total employment (number of jobs) ,2493432
2020-01-01 Pennsylvania  Disposable personal income ,700266.7
2020-01-01 Pennsylvania  Gross domestic product (GDP) ,777427.1
2020-01-01 Pennsylvania  Implicit regional price deflator 10/,108.681
2020-01-01 Pennsylvania  Per capita disposable personal income 7/,53890
2020-01-01 Pennsylvania  Per capita personal consumption expenditures (PCE) 8/,44184
2020-01-01 Pennsylvania  Per capita personal income 6/,60320
2020-01-01 Pennsylvania  Personal consumption expenditures ,574141.6
2020-01-01 Pennsylvania  Personal income ,783825.6
2020-01-01 Pennsylvania  Real GDP (millions of chained 2017 dollars) 1/,736470.6
2020-01-01 Pennsylvania  Real PCE (millions of constant (2012) dollars) 3/,526948
2020-01-01 Pennsylvania  Real per capita PCE 5/,40567
2020-01-01 Pennsylvania  Real per capita personal income 4/,56014
2020-01-01 Pennsylvania  Real personal income (millions of constant (2012) dollars) 2/,727606.6
2020-01-01 Pennsylvania  Regional price parities (RPPs) 9/,97.783
2020-01-01 Pennsylvania  Total employment (number of jobs) ,7412855
2020-01-01 Rhode Island  Disposable personal income ,57789.9
2020-01-01 Rhode Island  Gross domestic product (GDP) ,62054.2
2020-01-01 Rhode Island  Implicit regional price deflator 10/,113.316
2020-01-01 Rhode Island  Per capita disposable personal income 7/,52711
2020-01-01 Rhode Island  Per capita personal consumption expenditures (PCE) 8/,43199
2020-01-01 Rhode Island  Per capita personal income 6/,59066
2020-01-01 Rhode Island  Personal consumption expenditures ,47361.2
2020-01-01 Rhode Island  Personal income ,64756.6
2020-01-01 Rhode Island  Real GDP (millions of chained 2017 dollars) 1/,58155.2
2020-01-01 Rhode Island  Real PCE (millions of constant (2012) dollars) 3/,40193.9
2020-01-01 Rhode Island  Real per capita PCE 5/,36666
2020-01-01 Rhode Island  Real per capita personal income 4/,53064
2020-01-01 Rhode Island  Real personal income (millions of constant (2012) dollars) 2/,58170.3
2020-01-01 Rhode Island  Regional price parities (RPPs) 9/,101.954
2020-01-01 Rhode Island  Total employment (number of jobs) ,615668
2020-01-01 South Carolina  Disposable personal income ,225754.9
2020-01-01 South Carolina  Gross domestic product (GDP) ,249482.2
2020-01-01 South Carolina  Implicit regional price deflator 10/,101.18
2020-01-01 South Carolina  Per capita disposable personal income 7/,43991
2020-01-01 South Carolina  Per capita personal consumption expenditures (PCE) 8/,38134
2020-01-01 South Carolina  Per capita personal income 6/,48772
2020-01-01 South Carolina  Personal consumption expenditures ,195695.6
2020-01-01 South Carolina  Personal income ,250288.3
2020-01-01 South Carolina  Real GDP (millions of chained 2017 dollars) 1/,233712.3
2020-01-01 South Carolina  Real PCE (millions of constant (2012) dollars) 3/,194492
2020-01-01 South Carolina  Real per capita PCE 5/,37907
2020-01-01 South Carolina  Real per capita personal income 4/,48686
2020-01-01 South Carolina  Real personal income (millions of constant (2012) dollars) 2/,249792.9
2020-01-01 South Carolina  Regional price parities (RPPs) 9/,91.035
2020-01-01 South Carolina  Total employment (number of jobs) ,2825233
2020-01-01 South Dakota  Disposable personal income ,48651.2
2020-01-01 South Dakota  Gross domestic product (GDP) ,56162.9
2020-01-01 South Dakota  Implicit regional price deflator 10/,100.831
2020-01-01 South Dakota  Per capita disposable personal income 7/,54800
2020-01-01 South Dakota  Per capita personal consumption expenditures (PCE) 8/,41284
2020-01-01 South Dakota  Per capita personal income 6/,59465
2020-01-01 South Dakota  Personal consumption expenditures ,36651.8
2020-01-01 South Dakota  Personal income ,52793.3
2020-01-01 South Dakota  Real GDP (millions of chained 2017 dollars) 1/,52692.1
2020-01-01 South Dakota  Real PCE (millions of constant (2012) dollars) 3/,37167.5
2020-01-01 South Dakota  Real per capita PCE 5/,41898
2020-01-01 South Dakota  Real per capita personal income 4/,60137
2020-01-01 South Dakota  Real personal income (millions of constant (2012) dollars) 2/,53347.4
2020-01-01 South Dakota  Regional price parities (RPPs) 9/,90.721
2020-01-01 South Dakota  Total employment (number of jobs) ,606246
2020-01-01 Tennessee  Disposable personal income ,331362
2020-01-01 Tennessee  Gross domestic product (GDP) ,390172.6
2020-01-01 Tennessee  Implicit regional price deflator 10/,100.632
2020-01-01 Tennessee  Per capita disposable personal income 7/,47846
2020-01-01 Tennessee  Per capita personal consumption expenditures (PCE) 8/,37751
2020-01-01 Tennessee  Per capita personal income 6/,51928
2020-01-01 Tennessee  Personal consumption expenditures ,261449
2020-01-01 Tennessee  Personal income ,359633.6
2020-01-01 Tennessee  Real GDP (millions of chained 2017 dollars) 1/,366555.2
2020-01-01 Tennessee  Real PCE (millions of constant (2012) dollars) 3/,257743.8
2020-01-01 Tennessee  Real per capita PCE 5/,37246
2020-01-01 Tennessee  Real per capita personal income 4/,52187
2020-01-01 Tennessee  Real personal income (millions of constant (2012) dollars) 2/,361140.2
2020-01-01 Tennessee  Regional price parities (RPPs) 9/,90.541
2020-01-01 Tennessee  Total employment (number of jobs) ,4121045
2020-01-01 Texas  Disposable personal income ,1470385.4
2020-01-01 Texas  Gross domestic product (GDP) ,1798596.1
2020-01-01 Texas  Implicit regional price deflator 10/,109.749
2020-01-01 Texas  Per capita disposable personal income 7/,50300
2020-01-01 Texas  Per capita personal consumption expenditures (PCE) 8/,40235
2020-01-01 Texas  Per capita personal income 6/,55118
2020-01-01 Texas  Personal consumption expenditures ,1176164.4
2020-01-01 Texas  Personal income ,1611228.3
2020-01-01 Texas  Real GDP (millions of chained 2017 dollars) 1/,1772185.6
2020-01-01 Texas  Real PCE (millions of constant (2012) dollars) 3/,1064976.8
2020-01-01 Texas  Real per capita PCE 5/,36450
2020-01-01 Texas  Real per capita personal income 4/,50822
2020-01-01 Texas  Real personal income (millions of constant (2012) dollars) 2/,1484887.2
2020-01-01 Texas  Regional price parities (RPPs) 9/,98.745
2020-01-01 Texas  Total employment (number of jobs) ,17700743
2020-01-01 United States  Disposable personal income ,17355580
2020-01-01 United States  Gross domestic product (GDP) ,21322950
2020-01-01 United States  Per capita disposable personal income 7/,52353
2020-01-01 United States  Per capita personal consumption expenditures (PCE) 8/,42853
2020-01-01 United States  Per capita personal income 6/,59153
2020-01-01 United States  Personal consumption expenditures ,14206231.3
2020-01-01 United States  Personal income ,19609985
2020-01-01 United States  Real GDP (millions of chained 2017 dollars) 1/,20234074
2020-01-01 United States  Real PCE (millions of constant (2012) dollars) 3/,12700723.2
2020-01-01 United States  Real per capita PCE 5/,38313
2020-01-01 United States  Real per capita personal income 4/,53772
2020-01-01 United States  Real personal income (millions of constant (2012) dollars) 2/,17825584.2
2020-01-01 United States  Regional price parities (RPPs) 9/,100
2020-01-01 United States  Total employment (number of jobs) ,195286600
2020-01-01 Utah  Disposable personal income ,149892.2
2020-01-01 Utah  Gross domestic product (GDP) ,205666.3
2020-01-01 Utah  Implicit regional price deflator 10/,105.793
2020-01-01 Utah  Per capita disposable personal income 7/,45646
2020-01-01 Utah  Per capita personal consumption expenditures (PCE) 8/,38228
2020-01-01 Utah  Per capita personal income 6/,51751
2020-01-01 Utah  Personal consumption expenditures ,125532.7
2020-01-01 Utah  Personal income ,169940.2
2020-01-01 Utah  Real GDP (millions of chained 2017 dollars) 1/,194753.7
2020-01-01 Utah  Real PCE (millions of constant (2012) dollars) 3/,115765.3
2020-01-01 Utah  Real per capita PCE 5/,35276
2020-01-01 Utah  Real per capita personal income 4/,49521
2020-01-01 Utah  Real personal income (millions of constant (2012) dollars) 2/,162511.4
2020-01-01 Utah  Regional price parities (RPPs) 9/,95.185
2020-01-01 Utah  Total employment (number of jobs) ,2135748
2020-01-01 Vermont  Disposable personal income ,33504.1
2020-01-01 Vermont  Gross domestic product (GDP) ,34470.8
2020-01-01 Vermont  Implicit regional price deflator 10/,113.449
2020-01-01 Vermont  Per capita disposable personal income 7/,52115
2020-01-01 Vermont  Per capita personal consumption expenditures (PCE) 8/,47168
2020-01-01 Vermont  Per capita personal income 6/,57978
2020-01-01 Vermont  Personal consumption expenditures ,30323.7
2020-01-01 Vermont  Personal income ,37273.8
2020-01-01 Vermont  Real GDP (millions of chained 2017 dollars) 1/,32307.1
2020-01-01 Vermont  Real PCE (millions of constant (2012) dollars) 3/,26167.1
2020-01-01 Vermont  Real per capita PCE 5/,40727
2020-01-01 Vermont  Real per capita personal income 4/,52432
2020-01-01 Vermont  Real personal income (millions of constant (2012) dollars) 2/,33687.4
2020-01-01 Vermont  Regional price parities (RPPs) 9/,102.073
2020-01-01 Vermont  Total employment (number of jobs) ,409316
2020-01-01 Virginia  Disposable personal income ,465149.1
2020-01-01 Virginia  Gross domestic product (GDP) ,565063.1
2020-01-01 Virginia  Implicit regional price deflator 10/,112.367
2020-01-01 Virginia  Per capita disposable personal income 7/,53859
2020-01-01 Virginia  Per capita personal consumption expenditures (PCE) 8/,42913
2020-01-01 Virginia  Per capita personal income 6/,61474
2020-01-01 Virginia  Personal consumption expenditures ,370614.4
2020-01-01 Virginia  Personal income ,530920.4
2020-01-01 Virginia  Real GDP (millions of chained 2017 dollars) 1/,533828.3
2020-01-01 Virginia  Real PCE (millions of constant (2012) dollars) 3/,329026.2
2020-01-01 Virginia  Real per capita PCE 5/,38117
2020-01-01 Virginia  Real per capita personal income 4/,55519
2020-01-01 Virginia  Real personal income (millions of constant (2012) dollars) 2/,479242
2020-01-01 Virginia  Regional price parities (RPPs) 9/,101.1
2020-01-01 Virginia  Total employment (number of jobs) ,5224726
2020-01-01 Washington  Disposable personal income ,466720.8
2020-01-01 Washington  Gross domestic product (GDP) ,621493.2
2020-01-01 Washington  Implicit regional price deflator 10/,119.924
2020-01-01 Washington  Per capita disposable personal income 7/,60425
2020-01-01 Washington  Per capita personal consumption expenditures (PCE) 8/,46208
2020-01-01 Washington  Per capita personal income 6/,67674
2020-01-01 Washington  Personal consumption expenditures ,356914.4
2020-01-01 Washington  Personal income ,522713.8
2020-01-01 Washington  Real GDP (millions of chained 2017 dollars) 1/,590401
2020-01-01 Washington  Real PCE (millions of constant (2012) dollars) 3/,297347.9
2020-01-01 Washington  Real per capita PCE 5/,38523
2020-01-01 Washington  Real per capita personal income 4/,57175
2020-01-01 Washington  Real personal income (millions of constant (2012) dollars) 2/,441320.5
2020-01-01 Washington  Regional price parities (RPPs) 9/,107.899
2020-01-01 Washington  Total employment (number of jobs) ,4435738
2020-01-01 West Virginia  Disposable personal income ,74194.2
2020-01-01 West Virginia  Gross domestic product (GDP) ,76975.9
2020-01-01 West Virginia  Implicit regional price deflator 10/,97.102
2020-01-01 West Virginia  Per capita disposable personal income 7/,41416
2020-01-01 West Virginia  Per capita personal consumption expenditures (PCE) 8/,37395
2020-01-01 West Virginia  Per capita personal income 6/,45071
2020-01-01 West Virginia  Personal consumption expenditures ,66989.9
2020-01-01 West Virginia  Personal income ,80741
2020-01-01 West Virginia  Real GDP (millions of chained 2017 dollars) 1/,73952.9
2020-01-01 West Virginia  Real PCE (millions of constant (2012) dollars) 3/,68523.4
2020-01-01 West Virginia  Real per capita PCE 5/,38286
2020-01-01 West Virginia  Real per capita personal income 4/,46738
2020-01-01 West Virginia  Real personal income (millions of constant (2012) dollars) 2/,83651.3
2020-01-01 West Virginia  Regional price parities (RPPs) 9/,87.365
2020-01-01 West Virginia  Total employment (number of jobs) ,840864
2020-01-01 Wisconsin  Disposable personal income ,292376.3
2020-01-01 Wisconsin  Gross domestic product (GDP) ,343783
2020-01-01 Wisconsin  Implicit regional price deflator 10/,102.983
2020-01-01 Wisconsin  Per capita disposable personal income 7/,49587
2020-01-01 Wisconsin  Per capita personal consumption expenditures (PCE) 8/,40430
2020-01-01 Wisconsin  Per capita personal income 6/,55431
2020-01-01 Wisconsin  Personal consumption expenditures ,238385.3
2020-01-01 Wisconsin  Personal income ,326836.5
2020-01-01 Wisconsin  Real GDP (millions of chained 2017 dollars) 1/,322972.7
2020-01-01 Wisconsin  Real PCE (millions of constant (2012) dollars) 3/,233021.4
2020-01-01 Wisconsin  Real per capita PCE 5/,39547
2020-01-01 Wisconsin  Real per capita personal income 4/,54492
2020-01-01 Wisconsin  Real personal income (millions of constant (2012) dollars) 2/,321084.8
2020-01-01 Wisconsin  Regional price parities (RPPs) 9/,92.657
2020-01-01 Wisconsin  Total employment (number of jobs) ,3581998
2020-01-01 Wyoming  Disposable personal income ,33863.6
2020-01-01 Wyoming  Gross domestic product (GDP) ,36675.5
2020-01-01 Wyoming  Implicit regional price deflator 10/,101.589
2020-01-01 Wyoming  Per capita disposable personal income 7/,58628
2020-01-01 Wyoming  Per capita personal consumption expenditures (PCE) 8/,44286
2020-01-01 Wyoming  Per capita personal income 6/,65558
2020-01-01 Wyoming  Personal consumption expenditures ,25579.8
2020-01-01 Wyoming  Personal income ,37866.4
2020-01-01 Wyoming  Real GDP (millions of chained 2017 dollars) 1/,36181.3
2020-01-01 Wyoming  Real PCE (millions of constant (2012) dollars) 3/,24182.2
2020-01-01 Wyoming  Real per capita PCE 5/,41891
2020-01-01 Wyoming  Real per capita personal income 4/,64958
2020-01-01 Wyoming  Real personal income (millions of constant (2012) dollars) 2/,37498.1
2020-01-01 Wyoming  Regional price parities (RPPs) 9/,91.402
2020-01-01 Wyoming  Total employment (number of jobs) ,401701
2021-01-01  ,
2021-01-01  ,
2021-01-01  2023." ,
2021-01-01  GDP ,
2021-01-01 Alabama  Disposable personal income ,228206.2
2021-01-01 Alabama  Gross domestic product (GDP) ,257986.5
2021-01-01 Alabama  Implicit regional price deflator 10/,101.907
2021-01-01 Alabama  Per capita disposable personal income 7/,45191
2021-01-01 Alabama  Per capita personal consumption expenditures (PCE) 8/,39174
2021-01-01 Alabama  Per capita personal income 6/,50059
2021-01-01 Alabama  Personal consumption expenditures ,197820.2
2021-01-01 Alabama  Personal income ,252791.9
2021-01-01 Alabama  Real GDP (millions of chained 2017 dollars) 1/,231892.6
2021-01-01 Alabama  Real PCE (millions of constant (2012) dollars) 3/,196126.6
2021-01-01 Alabama  Real per capita PCE 5/,38915
2021-01-01 Alabama  Real per capita personal income 4/,48984
2021-01-01 Alabama  Real personal income (millions of constant (2012) dollars) 2/,246873.9
2021-01-01 Alabama  Regional price parities (RPPs) 9/,88.139
2021-01-01 Alabama  Total employment (number of jobs) ,2769464
2021-01-01 Alaska  Disposable personal income ,44143.4
2021-01-01 Alaska  Gross domestic product (GDP) ,58646
2021-01-01 Alaska  Implicit regional price deflator 10/,120.753
2021-01-01 Alaska  Per capita disposable personal income 7/,60126
2021-01-01 Alaska  Per capita personal consumption expenditures (PCE) 8/,53982
2021-01-01 Alaska  Per capita personal income 6/,65662
2021-01-01 Alaska  Personal consumption expenditures ,39632.5
2021-01-01 Alaska  Personal income ,48207.9
2021-01-01 Alaska  Real GDP (millions of chained 2017 dollars) 1/,51021.8
2021-01-01 Alaska  Real PCE (millions of constant (2012) dollars) 3/,32965.8
2021-01-01 Alaska  Real per capita PCE 5/,44994
2021-01-01 Alaska  Real per capita personal income 4/,54666
2021-01-01 Alaska  Real personal income (millions of constant (2012) dollars) 2/,40052.1
2021-01-01 Alaska  Regional price parities (RPPs) 9/,104.439
2021-01-01 Alaska  Total employment (number of jobs) ,443047
2021-01-01 Arizona  Disposable personal income ,364326.7
2021-01-01 Arizona  Gross domestic product (GDP) ,432279.8
2021-01-01 Arizona  Implicit regional price deflator 10/,111.83
2021-01-01 Arizona  Per capita disposable personal income 7/,50149
2021-01-01 Arizona  Per capita personal consumption expenditures (PCE) 8/,46023
2021-01-01 Arizona  Per capita personal income 6/,56420
2021-01-01 Arizona  Personal consumption expenditures ,334350.1
2021-01-01 Arizona  Personal income ,409885.7
2021-01-01 Arizona  Real GDP (millions of chained 2017 dollars) 1/,390805.2
2021-01-01 Arizona  Real PCE (millions of constant (2012) dollars) 3/,291985
2021-01-01 Arizona  Real per capita PCE 5/,40128
2021-01-01 Arizona  Real per capita personal income 4/,49766
2021-01-01 Arizona  Real personal income (millions of constant (2012) dollars) 2/,362113.5
2021-01-01 Arizona  Regional price parities (RPPs) 9/,96.721
2021-01-01 Arizona  Total employment (number of jobs) ,4086802
2021-01-01 Arkansas  Disposable personal income ,141244.9
2021-01-01 Arkansas  Gross domestic product (GDP) ,151931.9
2021-01-01 Arkansas  Implicit regional price deflator 10/,103.417
2021-01-01 Arkansas  Per capita disposable personal income 7/,46644
2021-01-01 Arkansas  Per capita personal consumption expenditures (PCE) 8/,39231
2021-01-01 Arkansas  Per capita personal income 6/,51636
2021-01-01 Arkansas  Personal consumption expenditures ,118796.2
2021-01-01 Arkansas  Personal income ,156361.5
2021-01-01 Arkansas  Real GDP (millions of chained 2017 dollars) 1/,135568.8
2021-01-01 Arkansas  Real PCE (millions of constant (2012) dollars) 3/,114240.3
2021-01-01 Arkansas  Real per capita PCE 5/,37754
2021-01-01 Arkansas  Real per capita personal income 4/,49099
2021-01-01 Arkansas  Real personal income (millions of constant (2012) dollars) 2/,148568.7
2021-01-01 Arkansas  Regional price parities (RPPs) 9/,89.445
2021-01-01 Arkansas  Total employment (number of jobs) ,1686444
2021-01-01 California  Disposable personal income ,2520230
2021-01-01 California  Gross domestic product (GDP) ,3416939.4
2021-01-01 California  Implicit regional price deflator 10/,129.261
2021-01-01 California  Per capita disposable personal income 7/,64385
2021-01-01 California  Per capita personal consumption expenditures (PCE) 8/,54838
2021-01-01 California  Per capita personal income 6/,76991
2021-01-01 California  Personal consumption expenditures ,2146539.4
2021-01-01 California  Personal income ,3013676.9
2021-01-01 California  Real GDP (millions of chained 2017 dollars) 1/,3146185.3
2021-01-01 California  Real PCE (millions of constant (2012) dollars) 3/,1611323.6
2021-01-01 California  Real per capita PCE 5/,41066
2021-01-01 California  Real per capita personal income 4/,59449
2021-01-01 California  Real personal income (millions of constant (2012) dollars) 2/,2332657.6
2021-01-01 California  Regional price parities (RPPs) 9/,111.797
2021-01-01 California  Total employment (number of jobs) ,23934549
2021-01-01 Colorado  Disposable personal income ,363127.6
2021-01-01 Colorado  Gross domestic product (GDP) ,447051.7
2021-01-01 Colorado  Implicit regional price deflator 10/,119.099
2021-01-01 Colorado  Per capita disposable personal income 7/,62487
2021-01-01 Colorado  Per capita personal consumption expenditures (PCE) 8/,54126
2021-01-01 Colorado  Per capita personal income 6/,71923
2021-01-01 Colorado  Personal consumption expenditures ,314541.5
2021-01-01 Colorado  Personal income ,417967.7
2021-01-01 Colorado  Real GDP (millions of chained 2017 dollars) 1/,406961.5
2021-01-01 Colorado  Real PCE (millions of constant (2012) dollars) 3/,260464.8
2021-01-01 Colorado  Real per capita PCE 5/,44814
2021-01-01 Colorado  Real per capita personal income 4/,59545
2021-01-01 Colorado  Real personal income (millions of constant (2012) dollars) 2/,346082.1
2021-01-01 Colorado  Regional price parities (RPPs) 9/,103.009
2021-01-01 Colorado  Total employment (number of jobs) ,3988907
2021-01-01 Connecticut  Disposable personal income ,242810.7
2021-01-01 Connecticut  Gross domestic product (GDP) ,295907.5
2021-01-01 Connecticut  Implicit regional price deflator 10/,118.63
2021-01-01 Connecticut  Per capita disposable personal income 7/,67013
2021-01-01 Connecticut  Per capita personal consumption expenditures (PCE) 8/,56371
2021-01-01 Connecticut  Per capita personal income 6/,80691
2021-01-01 Connecticut  Personal consumption expenditures ,204252.3
2021-01-01 Connecticut  Personal income ,292370.9
2021-01-01 Connecticut  Real GDP (millions of chained 2017 dollars) 1/,268846.7
2021-01-01 Connecticut  Real PCE (millions of constant (2012) dollars) 3/,169604.7
2021-01-01 Connecticut  Real per capita PCE 5/,47039
2021-01-01 Connecticut  Real per capita personal income 4/,70424
2021-01-01 Connecticut  Real personal income (millions of constant (2012) dollars) 2/,253919.7
2021-01-01 Connecticut  Regional price parities (RPPs) 9/,102.603
2021-01-01 Connecticut  Total employment (number of jobs) ,2289551
2021-01-01 Delaware  Disposable personal income ,51324.2
2021-01-01 Delaware  Gross domestic product (GDP) ,82952.8
2021-01-01 Delaware  Implicit regional price deflator 10/,112.935
2021-01-01 Delaware  Per capita disposable personal income 7/,51079
2021-01-01 Delaware  Per capita personal consumption expenditures (PCE) 8/,50700
2021-01-01 Delaware  Per capita personal income 6/,58889
2021-01-01 Delaware  Personal consumption expenditures ,50943.7
2021-01-01 Delaware  Personal income ,59172.3
